user_id,cluster_id,movie_id,likes,dislikes
102,1,2337,"{'Comedy': 'Entertaining genre for light-hearted viewing', 'Wisconsin': 'Familiar background setting', 'New York': 'Excitement of city life', 'Job Change': 'Thrill of a new start', 'Science': 'Interest in genetics and research'}","{'Dumped': 'Sad storyline element', 'Single': 'Potentially depressing situation', 'Unemployment': 'Relevance to personal experience'}"
102,1,2390,"{'Dreamlike World': 'Immersive and surreal setting', 'Multiple Stories': 'Complex narrative structure', 'Love Elements': 'Themes of romance and passion', 'Crime Involvement': 'Intriguing criminal plot', 'Time Manipulation': 'Exploration of temporal concepts', 'Comedy Genre': 'Humorous and lighthearted tone'}","{'Unemployment': 'Lack of work experience', 'Age Group': 'Middle-aged perspective', 'Male Perspective': 'Potentially male-centric themes'}"
102,1,2722,"{'Male Lead': 'Strong female protagonist', 'Science Fiction': 'Futuristic setting', 'Action Packed': 'Intense action scenes', 'Space Pirates': 'Unique character roles', 'Alien Threat': 'Exciting alien encounters'}","{'Director Choice': 'Unconventional director', 'Female Co-Lead': 'Younger co-star prominence', 'Complex Plot': 'Potential story complexity', 'Horror Elements': 'Disturbing horror aspects', 'Clone Concept': 'Complex cloning narrative'}"
102,1,2724,"{'Historical Drama': 'Engaging historical context', 'Strong Cast': 'Renowned actors contribute', 'Complex Characters': 'Depth in character development'}","{'Slavery Topic': 'Sensitive historical subject', 'Legal Complexity': 'Potentially confusing plot elements', 'Emotional Intensity': 'Heavy emotional themes'}"
102,1,2841,"{'Action Genre': 'Exciting and intense scenes', 'Male Lead': ""Russell Crowe's performance"", 'Complex Plot': 'Intriguing storyline involving multiple parties', 'Escape Thrills': 'Chase sequences and tension'}","{'Japanese Setting': 'Potentially unfamiliar cultural context', 'Arranged Marriage': 'Stereotypical theme', 'Psycho Husband': 'Overused trope in thrillers', 'Botched Heist': 'Predictable plot element'}"
102,1,2926,"{'Animation': 'Entertaining visual style', ""Children's"": 'Fun and lighthearted tone', 'Fantasy': 'Imaginative elements', 'Kirsten Dunst': 'Appealing lead actress'}","{'War': 'Potentially intense themes', 'Unemployment': 'Lack of career relevance'}"
102,1,2942,"{'War Drama': 'Movie genre aligns with historical interest.', 'British Setting': 'Reflects historical context of WWII.', 'Family Focus': 'Themes of family resilience during war.'}","{'World War II': 'Subject matter may be too serious.', 'Historical Accuracy': 'Potential for dated storytelling techniques.', 'Emotional Depth': 'Intense emotional scenes might be overwhelming.'}"
102,1,3099,"{""Children's Genre"": 'Engaging for family entertainment', 'Comedy Elements': 'Humorous and light-hearted scenes', 'Family Friendly': 'Involves professor and students collaborating', 'Classic Cast': 'Features well-known actors like Fred MacMurray'}","{'Unemployment Focus': 'May lack relatable themes for unemployed individuals', 'Science Fiction': 'Lack of deeper scientific exploration', 'Limited Depth': 'Simple plot without complex character development'}"
102,1,3326,"{'Endurance contests': 'Challenges physical limits', 'Sleep deprivation': 'Tests mental fortitude', 'Real contestants': 'Authentic competition experience', 'Documentary style': 'Unfiltered reality'}","{'Absurd premise': 'Questionable entertainment value', 'Marketing gimmick': 'Lacks substance', 'Specific cast': 'May not appeal universally', 'No writer': 'Potentially lacking depth'}"
102,1,3512,"{'Male Lead': 'Veteran actors appeal', 'Classic Thriller': 'Engaging plot twists', 'Safety Themes': 'Relevance to everyday life'}","{'Nameless Villain': 'Lack of character development', 'High Tension': 'Potentially stressful viewing', 'Ransom Plot': 'Overused thriller trope'}"
102,1,3618,"{'Horror Genre': 'enjoys thrilling and suspenseful movies', 'Mummy Theme': 'interests in ancient Egypt and supernatural elements', 'Cast Quality': 'appreciates performances by well-known actors'}","{'Plot Complexity': 'may prefer simpler storylines', 'Character Depth': 'might desire more developed characters', 'Direction Style': 'could find the direction less engaging'}"
102,1,851,"{'Male Lead': 'Actors likely appeal', 'Director Influence': 'Influential directors involved', 'Dramatic Story': 'Engaging narrative elements'}","{'Nightmare Elements': 'Uncomfortable themes present', 'Spider Phobia': 'Potential trigger for fear', 'Demon Imagery': 'Disturbing visual content'}"
102,1,926,"{'Adventure Genre': 'Exciting plot elements', ""Children's Genre"": 'Light-hearted themes', 'True Friendship': 'Emphasizes bonding', 'Mystery Solving': 'Engaging puzzle-solving', 'Female Lead': 'Strong female characters', 'Tomboy Character': 'Relatable personality traits'}","{'Male Director': 'Potentially less relatable', 'Limited Cast': 'Fewer actors involved', 'City Setting': 'Less action-oriented', 'Buried Treasure': 'Overused plot device', 'Specific Writers': 'Unique writing style may not appeal'}"
102,1,933,"{'Adventure Genre': 'Exciting space battles and quests', 'Star Wars Universe': 'Fascination with iconic characters', 'Sci-Fi Elements': 'Intriguing futuristic technology and settings'}","{'Young Protagonist': 'May prefer more mature themes', 'Sith Resurgence': 'Potential overuse of dark themes', 'Force Balance': 'Complex plot elements might be overwhelming'}"
102,2,1095,"{'Epic Storytelling': 'Narrative-driven plot', 'Complex Characters': 'Rich character development', 'Dramatic Elements': 'Emotional intensity', 'Horror Thrills': 'Gothic horror elements', 'Male Leads': 'Strong male performances'}","{'Female Lead': 'Limited female presence', 'Pacing Issues': 'Potentially slow-paced', 'Violence Intensity': 'High violence levels', 'Fantasy World': 'Immersive but unfamiliar setting', 'Romantic Subplot': 'Love story may be less appealing'}"
102,2,2398,"{'War Themes': 'Movie covers significant historical events.', 'Complex Characters': 'Characters with depth and complexity.', 'Director': 'Work of Volker Schlöndorff.', 'German Cinema': 'Film from Germany.'}","{'Unemployment': 'User is unemployed, possibly seeks employment-related themes.', 'Lengthy': 'Potentially long runtime due to detailed narrative.', 'Complex Plot': 'Complex storyline may be challenging.'}"
102,2,2541,"{'Film School': 'Relatable subject matter', 'Romance': 'Genre preference', 'Young Cast': 'Age-appropriate actors'}","{'Catastrophes': 'Unfavorable theme', 'House-Mate': 'Irrelevant subplot', 'Single Director': 'Limited perspective'}"
102,2,2949,"{'Drama': 'Engaging storytelling', 'War': 'Historical context', 'Cast': 'Star-studded performances'}","{'Romance': 'Unappealing subplot', 'Punishment': 'Cruel treatment scenes', 'Boxing': 'Unfavorable theme'}"
102,2,2990,"{'Horror Genre': 'Enjoys intense, suspenseful movies', 'Familiar Cast': 'Likes actors with established roles', 'Halloween Theme': 'Prefers holiday-specific narratives'}","{'Old Plot': 'Dislikes repetitive storylines', 'Invalid Antagonist': 'Prefers more dynamic villains', 'Child Protagonist': 'Avoids movies with young protagonists in danger'}"
102,2,3157,"{'Crime Genre': 'Potentially intriguing themes', 'Horror Elements': 'Exciting and suspenseful scenes', 'Complex Plot': 'Engaging storyline continuation'}","{'Serial Killer': 'Violent and disturbing content', 'Unemployment': 'Reflects personal struggles', 'Thankless Job': 'Negative work portrayal'}"
102,2,3177,"{'Cold War': 'Historical context interest', 'Spy Thrillers': 'Genre preference', 'International': 'Global intrigue appeal'}","{'French Setting': 'Potential language barrier', 'Complex Plot': 'Narrative complexity issue', 'Russian Spies': 'Unfavorable character dynamics'}"
102,2,3219,"{'Comedy Genre': 'Entertaining and light-hearted content', 'Classic Film': 'Timeless storytelling style', 'Alfred Hitchcock': ""Renowned director's work"", 'Complex Plot': 'Intriguing storyline with twists'}","{'Spoiled Heiress': 'Unrelatable protagonist', 'Family Drama': 'Conflict between generations may resonate negatively', 'Predictable Ending': 'Tricks up sleeve could be anticipated', 'Lack of Depth': 'Characters may lack development'}"
102,2,3298,"{'Comedy': 'Entertaining genre', 'Mel Brooks': ""Director's style"", 'Vignettes': 'Short, engaging scenes'}","{'Historical Accuracy': 'Lack of realism', 'Old Testament': 'Potentially controversial content', 'French Revolution': 'Complex historical period'}"
102,2,3435,"{'Comedy Elements': 'Humor and light-hearted scenes', 'Drama Elements': 'Emotional depth and relatable stories'}","{'Unknown Director': 'Lack of well-known director influence', 'No Cast Info': 'Missing information about actors', 'Unavailable Writers': 'No insight into screenplay quality'}"
102,2,3535,"{'Undefined Setting': 'Abstract, thought-provoking', 'Hallucinatory Days': 'Unique, surreal experience', 'Complex Characters': 'Multi-dimensional, intriguing'}","{'No Name Village': 'Lack of context, confusing', 'Timelessness': 'Disorienting, hard to grasp', 'Single Genre': 'Limited scope, drama-focused'}"
102,2,3536,"{'Horror Genre': 'Prefers movies with intense, suspenseful narratives', 'Telekinetic Powers': 'Appeals to supernatural abilities in storytelling', 'High School Setting': 'Finds relatable themes in youth experiences', 'Strong Female Lead': 'Admires strong, powerful female characters'}","{'Poor Execution': 'Dislikes poorly executed special effects or storytelling', 'Overused Plot': 'Tired of overused horror tropes', 'Lack of Depth': 'Prefers more complex character development', 'Unfavorable Cast': 'May not connect with certain actors'}"
102,2,3745,"{'Rebellious Characters': 'Appeals to youthful spirit', 'KISS Concert': 'Music genre interest', 'Comedy Genre': 'Humorous entertainment'}","{'Scam Plot': 'Unrealistic scenario', '1978 Setting': 'Time period mismatch', 'Limited Cast': 'Fewer familiar faces'}"
102,2,951,"{'Action': 'Engaging and thrilling scenes', 'Sci-Fi': 'Futuristic and imaginative elements', 'War': 'Exciting combat sequences', 'Cast': 'Well-known actors', 'Barry Nolan': 'Hosted content style'}","{'Mockumentary': 'Unconventional storytelling', 'Spoof News': 'Potential lack of seriousness', 'Discussion': 'Less action-oriented segments'}"
102,3,1251,"{'Religious themes': 'Movie touches on biblical events.', 'Character development': 'Focuses on interpersonal relationships.', 'Emotional depth': 'Strong emotional storytelling.'}","{'Non-action plot': 'Lack of high-stakes action sequences.', 'Theological complexity': 'Potentially challenging religious content.', 'Limited scope': 'Narrow focus on a specific event.'}"
102,3,203,"{'Action': 'Exciting plot elements', 'Adventure': 'Exploration themes', 'Male Lead': 'Strong protagonist', 'Future Setting': 'Innovative world-building'}","{'Overacting': 'Potential issue with some performances', 'Futuristic': 'May find certain aspects unrealistic', 'Lengthy': 'Possibly too long or drawn-out', 'Complex': 'Plot might be challenging to follow'}"
102,3,2040,"{'Comedy Genre': 'Entertaining humor', 'Familiar Cast': 'Recognizable actors', 'Satirical Plot': 'Mockery of politics'}","{'Teen Characters': 'Unrelatable protagonists', 'Educational Setting': 'Potentially didactic content', 'Scheming Senator': 'Negative portrayal of politicians'}"
102,3,2212,"{'Animation': 'Engaging visual style', 'Comedy': 'Humorous elements', 'Adventure': 'Exciting plot twists'}","{'Romance': 'Not preferred genre', 'Crime': 'Potentially heavy themes', 'Detailed': 'Complex subplots'}"
102,3,2485,"{'Drama Genre': 'Engaging storylines', 'Strong Female Lead': ""Isabelle Huppert's performance""}","{'Complex Plot': 'Potentially confusing narrative', 'Social Critique': 'Rebellious themes may be unsettling'}"
102,3,2575,"{'Comedy': 'Entertaining genre', 'Pandemic': 'Relevant theme', 'Redemption': 'Character growth'}","{'Cast': 'Unfamiliar actors', 'Direction': 'Unknown director', 'Story': 'Underwhelming plot'}"
102,3,2686,"{""Children's Genre"": 'Appeals to nostalgia', 'Fantasy Elements': 'Engaging magical themes', 'Historical Setting': 'Interest in early 20th century'}","{'Drama Intensity': 'Potentially heavy emotional content', 'Complex Plot': 'May require deeper understanding', 'Unemployed Perspective': 'Lack of current relevance'}"
102,3,2863,"{'Comedy': 'Entertaining genre', 'Fiction': 'Imaginative storytelling'}","{'Misuse': 'Ethical issues', 'Grant': 'Financial impropriety', 'Family': 'Involvement in deception'}"
102,3,2877,"{'Action Genre': 'Engaging physical scenes', 'Thriller Elements': 'Exciting plot twists', 'Dog Bonding': 'Heartwarming human-animal relationship'}","{'Setting': 'Unfamiliar Northwest China backdrop', 'Cast': 'Unfamiliar actors', 'Director': 'Unknown filmmaker style'}"
102,3,2935,"{'Dramatic storytelling': 'Engaging narrative structure', 'Unique visuals': 'Distinctive cinematography', 'Character depth': 'Complex, memorable personalities', 'Quirky humor': 'Unusual comedic elements', 'Nostalgic themes': 'Sentimental, timeless setting'}","{'High budget': 'Potentially overpriced production', 'Complex plot': 'May confuse some viewers', 'Slow pacing': 'Not action-packed', 'Verbose dialogue': 'Could feel pretentious', 'Limited appeal': 'Specific audience interest'}"
102,3,3468,"{'Comedy Elements': 'Humorous and light-hearted scenes', 'Familiar Cast': 'Stars Steve Martin, Chevy Chase, Martin Short', 'Cultural Experience': 'Mexican village setting', 'Action Sequences': 'Onscreen bandit fighter roles'}","{'Plot Complexity': 'Simplistic storyline', 'Genre Blend': 'Mixed Western and Comedy styles', 'Real-Life Threats': 'Unaware of real danger', 'Supporting Actors': 'Less prominent roles'}"
102,3,3534,"{'Family drama': 'Movie involves family dynamics.', 'Unexpected twist': 'Kidnapping and reunion plot.', 'Strong cast': 'Includes Michelle Pfeiffer and Whoopi Goldberg.'}","{'Lengthy runtime': 'Nine-year gap may feel drawn out.', 'Emotional intensity': 'Highly emotional storyline may be overwhelming.', 'Predictable ending': 'Reunion plot can be anticipated.'}"
102,3,3554,"{'Male Cast': 'Preferably male actors', 'Romance': 'Emotional connection themes', 'Drama': 'Complex storytelling', 'Drifting': 'Nomadic lifestyle portrayal', 'Soulmate': 'Finding true love', 'Work Environment': 'Setting in workplace'}","{'Female Lead': 'Main character being female', 'Unusual Plot': 'Unexpected story development', 'Adventure': 'Action-packed scenes', 'Fantasy': 'Magical elements', 'Sci-Fi': 'Future-oriented themes'}"
102,3,3566,"{'Comedy Elements': 'Humorous situations appeal.', 'Romantic Themes': 'Love stories resonate emotionally.'}","{'High School Setting': 'Unrealistic portrayal of education.', 'Adult Acting': 'Inconsistent with target audience.', 'Fictional Plot': 'Lack of realism in scenarios.'}"
102,3,3635,"{'Horror Genre': 'Enjoys intense thrill rides', 'Sci-Fi Elements': 'Fascinated by futuristic concepts', 'Monster Movies': 'Prefers films with giant creatures'}","{'Predictable Plot': 'Avoids overused storylines', 'Poor Acting': 'Values good performances', 'Lack Depth': 'Prefer complex narratives'}"
102,3,3754,"{'Horror Genre': 'enjoys scary movies', 'Vincent Price': 'admires classic actors', 'Parasitic Creature': 'interested in unusual plots'}","{'William Castle': ""dislikes director's style"", 'Judith Evelyn': 'unfavorable towards actress', 'Fear Element': 'prefers less fear-inducing content'}"
102,3,3786,"{'Adventure': 'Thrilling quests', 'Action': 'Combat sequences', 'Mythology': 'Immortal world'}","{'Genre': 'Documentary', 'Cast': 'Unfamiliar actors', 'Plot': 'Quest-based storyline'}"
102,3,3952,"{'Action': 'Highly engaging genre', 'Sci-Fi': 'Futuristic themes appeal', 'Crime': 'Thrilling plot elements'}","{'Rogue Characters': 'Complex antagonist presence', 'City Setting': 'Old Detroit backdrop', 'Multiple RoboCops': 'Confusing character dynamics'}"
102,3,922,"{'Sci-Fi Elements': 'Complex plot involving technology and future scenarios', 'Satirical Humor': 'Ironic and dark comedy style', 'Political Commentary': 'Critique of Cold War politics', 'Star Power': 'Leading performances by renowned actors', 'Classic Film': 'Timeless and influential work'}","{'Nuclear Themes': 'Potentially distressing subject matter', 'High Tension': 'Intense and stressful atmosphere', 'Male Dominance': 'Predominantly male cast and themes', 'Unemployment Relatability': 'No direct connection to unemployment experience', 'Age Relevance': 'Content may not resonate with contemporary issues'}"
102,3,943,"{'International Cast': 'Movie features actors from different countries.', 'Strong Female Leads': 'Includes accomplished actresses like Lily Collins and Penélope Cruz.', 'Comedy Elements': 'Movie includes comedic elements in its narrative.'}","{'Unknown Storyline': 'Storyline details are not provided, causing uncertainty.', 'Lack of Writer': 'No writer information available, reducing transparency.'}"
103,1,1499,"{'Action Packed': 'Highly engaging action sequences', 'Heroic Characters': 'Strong, relatable main characters', 'Teamwork': 'Emphasis on collaborative efforts'}","{'Dramatic Tone': 'Potentially heavy, dramatic storyline', 'Complex Plot': 'Intricate, possibly overwhelming plot elements', 'Character Development': 'May lack deep character development'}"
103,1,15,"{'Casino Executive': 'Relatable protagonist role', 'Mafia Enforcer': 'Complex antagonist role', 'Las Vegas': 'Exciting location setting', 'Gambling Empire': 'High-stakes conflict', 'Socialite': 'Charismatic supporting character', 'Robert De Niro': 'Iconic lead actor', 'Joe Pesci': 'Powerful supporting actor', 'Drama': 'Emotional depth', 'Thriller': 'Pulse-pounding action'}","{'Sharon Stone': 'Over-the-top performance', 'James Woods': 'Less memorable role', 'Don Rickles': 'Limited screen time', 'Martin Scorsese': 'Potentially challenging directorial style', 'Nicholas Pileggi': 'Script might lack nuance'}"
103,1,1556,"{'French Setting': 'Expatriate novelist returning to Paris', 'Complex Characters': 'Involvement with old issues', 'Literary Focus': 'Novelistic background of the main character', 'Emotional Depth': 'Drama genre indicating emotional content'}","{'Modern Cast': 'Presence of contemporary actors like Sean Young', 'Plot Complexity': 'Old issues to confront may be too intricate', 'Limited Scope': 'Single location setting may be restrictive'}"
103,1,208,"{'Historical Drama': 'Set in 1936 USSR, aligns with historical interests.', 'Stylish Direction': 'Directed by Nikita Mikhalkov, known for artistic direction.', 'Strong Cast': 'Includes notable actors like Nikita Mikhalkov.'}","{'Stark Plot': 'Accusations of espionage may feel too heavy for some.', 'Political Intrigue': ""Focus on Stalin's repressions might be too intense."", 'Character Downfall': ""Hero's downfall could be emotionally challenging.""}"
103,1,2253,"{'Executive Humor': 'Appeals to managerial wit', 'Midlife Comedy': 'Relevant to his age group', 'Philippine Actors': 'Familiar faces in entertainment'}","{'Sexual Content': 'Potentially inappropriate themes', 'Women Exploitation': 'Feeling of violation for female characters', 'Sexploitation Genre': 'Not aligned with preferred humor'}"
103,1,2549,"{'Male Lead': ""Eric Stoltz's portrayal"", 'Crime Genre': 'Action-packed narrative', 'Character Development': ""Richter's transformation"", 'Complex Plot': 'Intriguing storyline', 'Supporting Cast': 'Strong performances'}","{'Pacing Issues': 'Potentially slow', 'Resolution': 'Unclear ending', 'Violence': 'High intensity scenes', 'Blackmail Element': 'Dark themes', 'Predictability': 'Familiar tropes'}"
103,1,3159,"{'Horror Genre': 'Enjoys suspenseful and intense narratives', 'Thriller Elements': 'Prefers thrilling and unpredictable plots', 'Complex Characters': 'Appreciates nuanced and layered character development', 'Director Roman Polanski': 'Admires his artistic vision and direction', 'Central Park Setting': 'Finds urban environments intriguing', 'Mystery Atmosphere': 'Loves stories with underlying mysteries'}","{'Overly Graphic': 'Prefers subtlety over explicit content', 'Predictable Plot': 'Dislikes formulaic storylines', 'Simplistic Characters': 'Avoids one-dimensional characters', 'Long Runtime': 'Prefers concise storytelling', 'Excessive Violence': 'Does not enjoy gratuitous violence'}"
103,1,3745,"{'Comedy Genre': 'Entertaining humor', 'Rebellious Theme': 'Relatable youth antics', 'Music Focus': 'KISS concert excitement'}","{'Teen Cast': 'Potentially immature content', 'Scam Plot': 'Predictable storyline', 'Limited Scope': 'Narrow focus on concert'}"
103,1,379,"{'Drama Genre': 'Engaging serious themes', 'Executive Perspective': 'Relatable leadership dynamics', 'Complex Characters': 'Depth in character development'}","{'Teen Protagonist': 'Lacks maturity for target audience', 'Alienation Theme': 'Overly depressing narrative', 'Terrorism Element': 'Potentially controversial subject matter'}"
103,1,3841,"{'Outdoor Activities': 'Enjoys nature trips and adventurous outdoor excursions', 'Masculinity': 'Appeals to themes of male bonding and strength', 'Adventure': 'Prefers action-packed and thrilling narratives'}","{'Violence': 'May find the intense violence unsettling', 'Horror Elements': 'Dislikes the supernatural and disturbing elements', 'Isolation': 'Prefers less isolated settings with more social interaction'}"
103,1,485,"{'Comedy Elements': 'Humorous moments appeal.', 'Mystery Plot': 'Engaging suspenseful story.'}","{'Director Woody Allen': 'Possibly unenjoyed style.', 'Cast Dynamics': 'Potential lack of chemistry.', 'Premise Simplicity': 'Basic storyline may disappoint.'}"
